Name,Pattern,Data
Facebook,0,"""For the first time, Today's Inspired Latina (TIL), an internationally acclaimed book series highlighting the success stories of Latinas, invited several young Hispanic women to speak about their personal experiences on the stage of North Central College's Wentz Concert Hall in Naperville, Illinois.\n\nNAPERVILLE, Ill. (PRWEB) October 11, 2019\n\nFor the first time, Today's Inspired Latina (TIL), an internationally acclaimed book series highlighting the success stories of Latinas, invited several young Hispanic women to speak about their personal experiences on the stage of North Central College's Wentz Concert Hall in Naperville, Illinois.\n\nShared on ENTITY, a worldwide audience met 12 dynamic local high school and college-age speakers who displayed poise, grace and a positive energy. Taking the stage were Evelyn Lozano, Alondra Ivette Guevara, Arianna Urrutia, Gina Aridal Pardino, Giselle Gonzalez, Andrea Vallejo, Samantha Ante, Maria Clara Ospina, Daniela Limon, Yahayra Argueta, Erica Franco and Scarlett Magana.\n\nJacqueline Camacho-Ruiz, Today's Inspired Latina's creator, beamed with pride and joy as she explained that the event idea came from Elizabeth Colón-Rivera, a TIL author, who suggested that young Latinas do a Latina Talks event of their own after participating in one. Jelena Sánchez, assistant professor of Spanish, Modern Languages at North Central College and another TIL author, also helped Camacho-Ruiz in finding the location for these talks. With the stage set, Camacho-Ruiz immediately started planning.\n\n\""When things are aligned, they happen,\"" she said. \""I began putting in a lot of 'heart' work -- not hard work-to make this happen,\"" she said.\n\nAt the event, Colón-Rivera spoke about the powerful emotional impact that she experienced participating during a Latina Talks event. She was impressed by the resilience these presenters displayed.\n\n\""You are our next generation,\"" she said. \""When I got on that stage and spoke at the Latina Talks, I thought it would be a great idea for the next generation to speak about their own experiences about bullying, respect, self-love, the loss of a parent, owning their power and about pressure. Your stories are impactful. You have an amazing journey ahead of you.\""\n\nAdditionally, the speakers were also vying for two college scholarships: a $1,000 Amazing Young Latina Scholarship and the newly created $500 Latina Leaders Scholarship awarded to a North Central College student. A panel of TIL Authors -- Colón-Rivera, Sánchez, Neli Vazquez Rowland, Macarena Tamayo-Calabrese, Jeannette Lurdez Collazo and Tamika Lecheé Morales -- chose Urrutia for the Amazing Young Latina Scholarship and Ospina for the Latina Leadership Scholarship.\n\nUrrutia, a North Central College senior who is also expecting her first child, shared an emotional story about the loss of her father as a result of a drug-induced overdose. She explained how many individuals will endure obstacles in their lives but the ultimate factor is how they move forward.\n\n\""You are continuously going to be challenged in life and you are continuously going to have to make hard choices,\"" she said. \""One of those choices is going to be how you move on (in your life.) Regardless of what happens, you have to move on. You have to keep going forward. You know why? If you don't who is going to pay the bills, secure your future and take care your family. No one. You only have yourself.\""\n\nMaking this event possible were the following sponsors: Metaphrasis, Fig Factor Media Publishing, Conectando Corazones, North Central College, Urban Air Adventure Park, 1 2 3 Got My Job, Ollin Technology and Jeannette Lurdez Collazo.\n\nFor more information about Today's Inspired Latina, visit: http://todayslatina.com.\n\nAbout Today's Inspired Latina:\n\nToday's Inspired Latina is a book series of inspiration and hope, a poignant collection of personal stories that will activate your passion. These are success stories that need to be told, to motivate our community and generations to come. By overcoming language barriers, self-doubts and other obstacles in their way, these strong Latinas are a great example of how inspiration and perseverance can lead you to happiness and success in business and life. It's a positive, empowering read for anyone sitting on a dream and thinking it can't come true. For more information, visit: http://todayslatina.com."
Facebook,0,"BANGKOK - The Chinese embassy in Bangkok has condemned Thai politicians for showing support to Hong Kong activists amid mass anti-Beijing protests, saying that such move could harm the relationship between the two countries.\n\nThe criticism was echoed by Thailand's army chief, who on Friday spoke of \hidden agendas\"" in meetings between opposition activists.\n\nThe embassy statement, posted on its official ENTITY page late on Thursday, came days after Hong Kong pro-democracy activist Joshua Wong posted a picture on social media with prominent Thai opposition figure Thanathorn Juangroongruangkit.\n\n\""Some Thai politicians have contacted the group that wants to separate Hong Kong from China, showing gestures of support,\"" the embassy said in a Thai-language statement without naming individuals.\n\n\""This is wrong and irresponsible. China hopes that relevant people will understand the truth about problems in Hong Kong, act carefully and do useful things for the friendship between China and Thailand.\""\n\nWong and Thanathorn met on Oct. 5 at the Open Future Festival in Hong Kong, attending as speakers at the annual event.\n\n\""Under the hard-line authoritarian suppression, we stand in solidarity,\"" Wong wrote in a tweet that showed a picture of him standing next to the Thai politician.\n\nThanathorn's Future Forward Party declined to comment when contacted by Reuters on Friday.\n\nThai army chief General Apirat Kongsompong indirectly criticized Thanathorn's meeting with Wong on Friday during a press briefing in which he accused opposition politicians of inappropriate behavior.\n\n\""Wong came to Thailand countless of times. To meet whom? The meetings had hidden agendas. Were they conspiring, cooking up something together?\"" Apirat said.\n\n\""And with the incidents in Hong Kong, someone went, to give moral support, to give encouragement,\"" Apirat added, showing the picture of Thanathorn and Wong that was posted on social media, though Thanathorn's body was blacked out.\n\nThailand was run by a military junta for five years after then-army chief General Prayuth Chan-ocha overthrew an elected government.\n\nElections held in July were won by Prayuth's pro-army party in a vote that opposition parties said was organized to ensure the continuation of military control of politics.\n\nThe Thai Foreign Ministry declined to comment on the Chinese embassy's statement but referred to a statement in September stating that Thailand regards the situation in Hong Kong as China's internal affairs."
Facebook,0,"Danny Kingad faces Demetrious Johnson in the Finals of the ONE Flyweight World Grand Prix\n\nOn October 13th, ONE Championship heads back to the historic Ryogoku Kokugikan in Tokyo, Japan for ONE: Century, the promotion's 100th event. To mark the milestone in the promotion's history, ONE will be putting together a two-part fight card that features a handful of their biggest stars as well as a number of exciting prospects.\n\nOn that day, one of the Philippines' fastest rising stars steps into the biggest opportunity of his career, as Team Lakay's Danny \""The King\"" Kingad faces former long-time UFC Flyweight World Champion and American MMA icon Demetrious \""Mighty Mouse\"" Johnson in the finals of the ONE Flyweight World Grand Prix.\n\nThe winner takes home the ONE Flyweight World Grand Prix Championship, but most importantly, he gets a shot at the ONE Flyweight World Championship.\n\nThis is Danny Kingad's Road to ONE: CENTURY.\n\nAfter winning his first four professional bouts, Kingad made the jump to ONE Championship in 2016 and immediately put the division on notice, winning his debut by way of first-round TKO via ground and pound. He would follow that up with two more wins to improve his record to 7-0.\n\nThe impressive start was enough for him to earn a shot at the ONE Flyweight World Championship, held by Brazilian star Adriano Moraes.\n\nPerhaps pushed into the situation too quickly, the young Kingad succumbed to the more experienced Moraes and absorbed the first defeat of his young career.\n\nThe young Team Lakay standout bounced back in impressive fashion, stringing together three consecutive wins and then earning himself a shot at entering the ONE Flyweight World Grand Prix.\n\nIn his \""qualifying match\"" so to speak, Kingad bested Japanese grappler Tatsumitsu Wada to earn a spot in the eight-man flyweight tournament.\n\nIn his ONE Flyweight Grand Prix Quarterfinal match, Kingad outclassed Pancrase champion Senzo Ikeda in Tokyo to advance into the semifinals and move one step closer to the title.\n\nIn the semifinals, Kingad was originally slated to face former champion Kairat Akhmetov, but an injury forced the Kazakh to withdraw. Taking Akhmetov's place was former title challenger Reece McLaren.\n\nAgainst McLaren, Kingad was pushed to the limit, getting outgrappled in the first two rounds before rallying back and dominating the third round to sway the judges' decision to his favor and advance to the tournament finale.\n\nAs it fate would have it, Kingad would find himself matched up with an idol and an opponent he's wanted to face for a long time, Demetrious Johnson.\n\nThe American former champion also dominated his side of the bracket, setting up the must-see Final match.\n\nWhat's more is that Kingad will have the chance to showcase his talents on a much bigger audience, with his match against Johnson being the co-main event of ONE Century Part I, which will air on primetime television in the United States.\n\nCatch ONE: CENTURY in it's entirety on LIVESTREAMING on Sunday, October 13 starting at 8:00 AM (Part 1) and 4:00 PM (Part 2) via sports.abs-cbn.com/livestream/one and on iWant Sports as well as on the ABS-CBN Sports ENTITY Page and the ABS-CBN Sports YouTube Page!\n\nCatch ONE: CENTURY Part 2 LIVE at 6:30 PM on ABS-CBN S+A channel 23!\n\nONE: CENTURY Part 1 will air on Friday, October 18 at 8:30 PM on ABS-CBN S+A channel 23"
Facebook,0,"OAKLAND, Calif., Oct. 11, 2019 /PRNewswire/ -- Alameda Health System (AHS) successfully launched its new Epic electronic health record (EHR) system last week. Epic is the most widely-used and comprehensive health records system in the country. The EHR implementation project started at AHS over three years ago as part of an effort to enhance care across the system, increase coordination of care, and improve the patient care experience.\n\n\We're committed to meeting the unique needs of our community and are very excited about the multiple benefits the new EHR system means for improved clinical efficiency, health management and patient care,\"" said Delvecchio Finley, CEO, Alameda Health System. \""Investing in this robust technology that equips our teams with a single electronic health record means that AHS will be able to deliver better integrated care, with added convenience, to our patients.\""\n\nWith the new EHR system, patients and their designated caregivers will have 24-hour access to their health record and comprehensive health history simply by using an app.\n\nOnce they have enrolled, AHS patients will gain access to Epic's patient portal, MyAlamedaHealth*, putting critical health data right at their fingertips. MyAlamedaHealth is expected to significantly streamline services by offering the ability to self-schedule appointments, send reminders about preventative screening and routine care, provide online access to request prescription refills, view lab and test results, pay bills and message their care team.\n\n\""To get a hold of my doctor I have to transfer through so many calls and then it takes some time for him to get the message and get back to me. This way I can contact him directly,\"" said patient J. Jose Franco. \""I'm really excited to enroll. I can't wait to see the results.\""\n\nHospital staff received extensive EHR training last month and will utilize the new system to streamline administrative tasks and facilitate the secure exchange of critical patient information and data to care teams at all AHS facilities or to any other health care provider patients choose.\n\nHaving implemented Epic, AHS now has the capacity to exchange data with other interoperable systems. This means that AHS can seamlessly share patient data, greatly enhancing care coordination and clinical decision-making, among providers which will improve the quality and safety of care as well as the patient experience. Providers will have the ability to coordinate care with clinicians outside of AHS who serve their patients and their families, closing care gaps and reducing duplication.\n\n\""Implementing this system is a foundational milestone to our health care delivery system with the aim to provide truly integrated, high quality, and safe care to our patients and community. The care they want and deserve,\"" said Dr. Ghassan Jamaleddine, CMO of AHS.\n\nAbout Alameda Health System\n\nAlameda Health System (AHS), headquartered in Oakland, Calif., is a leading public health care provider and medical training institution recognized for its world-class patient and family-centered system of care. Our mission, Caring, Healing, Teaching, Serving All, reflects our commitment to promoting wellness, eliminating disparities and optimizing the health of all communities in Alameda County. We currently provide more than 4,500 jobs and are home to more than 1,100 physicians across nine facilities, including five hospitals and a network of community-based wellness centers. For more information, visit AlamedaHealthSystem.org. Follow us on ENTITY, Twitter and LinkedIn.\n\n* The MyAlamedaHealth App is powered by MyChart® licensed from Epic Systems Corporation, © 1999 - 2019.\n\nCONTACT\n\nJeanne Herrera\n\njeherrera@alamedahealthsystem.org\n\n510-437-8479\n\nView original content to download multimedia:http://www.prnewswire.com/news-releases/alameda-health-system-launches-epic-electronic-health-system-300936990.html\n\nSOURCE Alameda Health System"
Facebook,0,"The best way to combat a \snake fish\"" is by cutting off its head.\n\nAn invasive Asian snakehead fish that can grow to almost a metre long and exist on land has surfaced in Georgia for the first time. Wildlife officials in the US state have formulated a foolproof animal control measure - killing it on sight.\n\nA denizen of China's Yangtze River basin, the northern snakehead was caught in a private pond in Gwinnett County northeast of Atlanta in early October, Georgia Department of Natural Resources officials announced on Wednesday.\n\nAn angler's report allowed them to \""confirm the presence\"" after identifying the fish's mottled brown colouring, a dorsal fin traversing the back and the serpentine noggin from which the fish takes its name.\n\n\""We are now taking steps to determine if they have spread from this water body and, hopefully, keep it from spreading to other Georgia waters,\"" said Matt Thomas, chief of fisheries for the DNR's Wildlife Resources Division.\n\nIt would be bad news if the fishy interloper spreads. The federally regulated snakehead is a voracious hunter with no natural predators in North America and has the potential to displace local wildlife by commandeering their food resources and habitat, according to the US Department of Agriculture.\n\nEven scarier, these serpentine swimmers can breathe air - allowing them to exist on land for days at a time.\n\nTo combat the invasion, Georgia's Wildlife Resources Division posted a notice on their ENTITY page, urging fishers to \""immediately kill and freeze any suspected snakeheads as well as snap photos of their quarry\"".\n\nAnglers should also note where it was caught - water body, GPS co-ordinates - and \""report their find to their regional Georgia DNR Wildlife Resources Division Fisheries Office\"".\n\nThe post sparked a flurry of remarks from the FB peanut gallery, most concerning the snakehead's purported deliciousness. Said one comment section gourmand, \""Just wondering if we have to cut the head off and leave them on the bank, or if we CAN take them home to eat?\""\n\nIndeed, the \""ferocious fish\"" is a staple of hotpot restaurants throughout China.\n\nBut for US wildlife officials, the snakehead scourge is no laughing matter. The species has already been reported in 14 states."
Facebook,0,"There are currently 592 unclaimed deposits averaging £252 each in the Scottish capital according to SafeDeposits Scotland\n\nGet the biggest Daily News stories by emailSubscribe We will use your email address only for the purpose of sending you newsletters. Please see ourPrivacy Noticefor details of your data protection rightsThank you for subscribingSee our privacy noticeCould not subscribe, try again laterInvalid Email\n\nEdinburgh residents are owed almost £150,000 in unclaimed tenancy deposits according to SafeDeposits Scotland.\n\nThey say there are currently 592 unclaimed deposits in the EH postcode averaging £252.86 each. Those in the Scottish capital top the list when it comes to calculating the number of those who failed to be reunited with their cash.\n\nUnder the Tenancy Deposit Schemes (Scotland) Regulations 2011, landlords who take a deposit from tenants must register it with a government-approved scheme like SafeDeposits Scotland within 30 working days of the tenancy starting.\n\nAt the end of the tenancy, landlords can request deductions which tenants can then challenge. They must then contact the scheme their deposit is protected with to ensure the return of their money.\n\nAnd now Ian Potter, chairman at SafeDeposits Scotland wants to reunite the thousands of people owed cash across Scotland with their money.\n\nHe said: \There are nearly 2000 people who are due money that is rightfully their from their tenancy deposits and we'd like to help them get it.\n\n\""Tenancy deposit protection schemes like SafeDeposits Scotland were established to provide a safeguard for both tenants and landlords and act as an independent adjudicator should there be a disagreement at the end of the tenancy.\n\n\""If a tenancy runs smoothly with no deductions at the end of the lease, the tenant may be due to full deposit back. If the landlord or agent want to make a deduction, tenants have access to SafeDeposits Scotland's independent adjudication service to find an amicable resolution.\n\n\""There really is no need for deposits to go unclaimed. The process is straightforward, and we have a team of helpful staff on-hand to provide support to those who need it.\""\n\nFor more information on how to claim back your deposit, visit the SafeDeposit Scotland website.\n\nWant to be first to know what's going on in Edinburgh? Join our ENTITY group All About Edinburgh to stay in the loop and share your stories.\n\nRead More Top news stories from Edinburgh\n\nTo receive one WhatsApp message a day with Edinburgh Live's headlines, as well as breaking news alerts, text NEWS to 07899067815. Then add the number to your contacts as 'Edinburgh Live'.\n\nFor more stories from across the Edinburgh area like our ENTITY page , or follow us on Twitter and Instagram . You can also subscribe to our newsletter: enter your email in the blue box at the top of this article."
Facebook,1,"""WASHINGTON: Ahead of the annual Blueberry Festival in Marshall County, Indiana, in early September, a woman broadcast a warning to her neighbors on ENTITY.\n\n\""I just heard there's supposed to be a mass shooting tonight at the fireworks,\"" the woman, whose name is held to protect her privacy, said in a post in a private ENTITY Group with over 5,000 members.\n\n\""Probably just a rumor or kids trying to scare people, but everyone keep their eyes open,\"" she said in the post, which was later deleted.\n\nThere was no shooting at the Blueberry Festival that night, and the local police said there was no threat.\n\nBut the post sparked fear in the community, with some group members canceling their plans to attend, and shows the power of rumors in ENTITY Groups, which are often private or closed to outsiders. Groups allow community members to quickly spread information, and possibly misinformation, to users who trust the word of their neighbors.\n\nThese groups and other private features, rather than public feeds, are \""the future\"" of social media, ENTITY Chief Executive Mark Zuckerberg said in April, revealing their importance to ENTITY's business model.\n\nThe threat of misinformation spreading rapidly in Groups shows a potential vulnerability in a key part of the company's growth strategy. It could push ENTITY to invest in expensive human content monitoring at the risk of limiting the ability to post in real-time, a central benefit of Groups and ENTITY in general that has attracted millions of users to the platform.\n\nWhen asked if ENTITY takes accountability for situations like the one in Indiana, a company spokeswoman said it is committed to maintaining groups as a safe place, and that it encourages people to contact law enforcement if they see a potential threat.\n\nENTITY Groups can also serve as a tool for connecting social communities around the world, such as ethnic groups, university alumni and hobbyists.\n\nENTITY's WhatsApp messaging platform faced similar but more serious problems in 2018 after false messages about child abductors led to mass beatings of more than a dozen people in India, some of whom have died. WhatsApp later limited message forwards and began labeling forwarded messages to quell the risk of fake news.\n\nFIREWORKS FEAR\n\nThe Blueberry Festival post caused chaos in the group, named \""Local News Now 2...(Marshall and all surrounding Counties).\""\n\nIn another post, which garnered over 100 comments of confusion and worry, a different member urged the woman to report the threat to the police.\n\n\""This isn't something to joke about or take lightly,\"" she wrote.\n\nThe author of the original post did not respond to repeated requests for comment.\n\nENTITY's policy is to remove language that \""incites or facilitates serious violence,\"" the company spokeswoman said, adding that it did not remove the post and that it did not violate ENTITY's policies because there \""was no threat, praise or support of violence.\""\n\nCheryl Siddall, the founder of the Indiana group, said she would welcome tools from ENTITY to give her greater \""control\"" over what people post in the group, such as alerts to page moderators if posts contain certain words or phrases.\n\nBut Siddall said, \""I'm sorry, but that's a full-time job to sit and monitor everything that's going on in the page.\""\n\nPolice hunt for two armed with assault rifle in fatal shooting in Washington DC\n\nA ENTITY spokeswoman said page administrators have the ability to remove a post if it violates the group's proprietary rules and that administrators can pre-approve individual posts, as well as turn on post approvals for individual group members.\n\nIn a post to its blog, ENTITY urged administrators to write \""great group rules\"" to \""set the tone for your group and help prevent member conflict,\"" as well as \""provide a feeling of safety for group members.\""\n\nDavid Bacon, chief of police for the Plymouth Police Department in Marshall County, said the threat was investigated and traced back to an exaggerated rumor from children. Nonetheless, he said the post to the ENTITY group is \""what caused the whole problem.\""\n\n\""One post grows and people see it, and they take it as the gospel when in actuality you can throw anything you want out there,\"" Bacon said."
Facebook,0,"The bounce is back in a vintage Donald Trump, charismatic and calculating replete with theatrics, pausing for effect as he had 19,000 people completely in his thrall at Minneapoliss Target Centre in his first 2020 campaign speech since the launch of the impeachment inquiry described as a \""partisan witch hunt\"" by the president.\n\nRevelations that the \""whistleblower\"" or \""anonymous informant\"" as Reps call him flew with Dem presidential candidate Joe Biden twice to Ukraine has created flutter in the dovecotes. Conspiracy theorists got a leg up. Calling the Dems \""a dirty political establishment\"", \""sinister fakers and partisan witch hunters\"", he accused them of being \""mass delusionists\"".\n\nAt one point, Trump brought the assembled crowd to its feet by saying that Joe Biden's only useful trait as vice president was his preternatural ability to \""kiss Barack Obama's a--\"".\n\nFox News reported that Trump cited a new report in The Washington Examiner that the whistleblower at the center of Democrats' impeachment push had worked with Biden.\n\nThe whistleblower's anti-Trump attorney, Mark Zaid, acknowledged earlier in the week that his client had \""contact\"" with current presidential contenders \""from both parties.\""\n\nThe president also derided the Biden campaign for aggressively seeking to convince ENTITY and The New York Times, as well as all major television networks, not to cover what it called \""conspiracy theories\"" about potential Biden corruption.\n\nNailing the wretched Washington swamp, Trump's hot rhetoric over the Bidens bordered on a scathing indictment.\n\nHe asked how Hunter Biden, who knows nothing about anything got $1.5 billion for energy consultancy. He attacked the Bidens with relish, \""The Bidens got rich -- and that is substantiated -- while America got robbed,\"" Trump said.\n\n\""Sleepy Joe and his friends sold out America. ... And in a brand new report, just came out as I'm walking on the stage, it turns out that when Joe Biden was vice president -- he worked with the so-called whistleblower. This is nothing more than a partisan witch hunt, sabotage, and I'm sure they're going to say, 'totally unsubstantiated.'\""\n\nTrump laid out a classic smorgasbord dealing with individual issues but the big picture was that Republicans represented the American people, American family and of course the American dream.\n\nHe lashed out scathingly about how Dems are stoking corruption and socialism in the power corridors of Washington DC. Patriotism and nationalism had strong underpinnings in his speech as he argued vehemently to \""take back our country\"".\n\nHe averred that it was time to end the endless wars giving examples of how US troops were in Syria for a decade while they have been in Afghanistan for 19 years. It was time to bring them home, he said.\n\nIn an emotional pitch, he added that it was hardest to sign letters to the families of the departed soldiers. Trump claimed that US has done its job, having defeated whoever they had to -- I do not want to stay in Syria.\n\nMaster of changing goal posts, Trump wanted Nancy Pelosi to help pass legislation rather than talk nonsense. The president is back as he returns to the hurly burly of campaign politics.\n\n(This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed.)"
Facebook,0,"""Residents of suburbs named newborn daughter Russia. Now in the documents the girl will be referred to as Russia O. Solnyshkina. Young parents claim that the name was chosen, guided by Patriotic feelings.\n\nThe unusual name of the girl sparked controversy in social networks. Many commentators doubt that the act of parents is patriotism, not a desire to become famous, to stand out, to assert themselves at the expense of the child.\n\nSocial media rightly point out that the girl will avoid calling the full name, coming up with nicknames.\n\nAlso the commentators do not rule out the possibility that the girl will grow up not a patriot: love of country is brought up, and not given at birth. And about the parents, it seems, not thought.\n\nWe will remind, in Ukraine, the civil registry offices annually make a list of the most unusual names of the year. In 2018, the parents called their daughters Princess, Dolphin, Johann-Claudius, Madonna Lama. Among the unusual names of boys were Cantemir, Space, Lucian, Nektarios.\n\nA year earlier, on light there was a girl named Princess, Doll, Cinderella. The company they were boys with names TJ, Yarosvet, Muhammad Ali, Prokhorov-Jai.\n\nWe read in the Telegram channel, ENTITY and Twitter"
Facebook,0,"In the British city of Durham street surveillance camera caught a curious case. For 10 seconds of the video past the parked on the street car, which belongs to the man-the disabled person is a suspect type. Pausing near the car, he picks up a brick lying nearby and swung it launches in a window of the Renault Kangoo. But brick, like a boomerang of retaliation, suddenly bounces off the glass and strikes directly in the face of the vandal. He recoils, clutching his face, and bent in half in pain. And then unsteadily walks away.\n\nAccording to the newspaper the Sun, and later mount-vandal tracked down and arrested. 40-year-old attacker appear before the court on 7 November. In addition to this incident, he is accused in the theft from the store.\n\nThe car belongs to 32-year-old Martin Craig, who uses a wheelchair. He says he didn't even know about the incident until his door knocked by police and said that they caught someone who tried to break into his car. He said that he watched the tape together with the guards, and they all could not help but laugh. Martin also said that the glass left scratches from the brick.\n\nWe read in the Telegram channel, ENTITY and Twitter"
